datetime,source,target,value
2017-08-06 12:07:15.976979,throbbing-river,fragrant-poetry,0.570245406184
2017-08-06 12:07:16.008373,black-moon,floral-bush,0.392839828824
2017-08-06 12:07:16.012336,gentle-cloud,throbbing-river,1.09877357852
2017-08-06 12:07:16.029296,floral-night,blue-block,8.65440879101
2017-08-06 12:07:16.039858,soft-silence,lively-river,0.481410791861
2017-08-06 12:07:16.043207,tiny-dawn,wispy-unit,0.957212120439
2017-08-06 12:07:16.052688,throbbing-river,small-sunset,2.8615520244
2017-08-06 12:07:16.068289,bitter-art,billowing-silence,7.34503521757
2017-08-06 12:07:16.071083,bitter-art,rough-base,1.0864378078
2017-08-06 12:07:16.080548,rough-base,blue-block,0.0884930337953
2017-08-06 12:07:16.082804,white-breeze,wispy-unit,1.77877639159
2017-08-06 12:07:16.085204,fragrant-recipe,wild-cherry,2.68244309339
2017-08-06 12:07:16.105814,ancient-glade,flat-mouse,7.07666699397
2017-08-06 12:07:16.119140,soft-feather,bitter-cherry,2.64093623256
2017-08-06 12:07:16.120024,gentle-cloud,throbbing-river,1.05903629589
2017-08-06 12:07:16.122583,spring-tooth,still-hat,1.26744161769
2017-08-06 12:07:16.139444,rough-base,floral-bush,0.264486248667
2017-08-06 12:07:16.191968,long-limit,wild-cherry,8.92565014285
2017-08-06 12:07:16.192467,soft-silence,black-moon,1.11302040416
2017-08-06 12:07:16.193836,winter-field,soft-silence,5.53656324413
2017-08-06 12:07:16.195750,rough-base,lingering-smoke,3.46498528461
2017-08-06 12:07:16.200356,soft-silence,blue-block,0.785198125808
2017-08-06 12:07:16.209851,rough-dew,wispy-fire,0.476015530172
2017-08-06 12:07:16.210339,fragrant-poetry,tiny-dawn,0.544864925598
2017-08-06 12:07:16.229949,soft-feather,ancient-grass,0.285668994103
2017-08-06 12:07:16.230685,winter-field,soft-silence,1.53072043693
2017-08-06 12:07:16.236663,lively-river,blue-rice,1.03548647692
2017-08-06 12:07:16.248427,white-breeze,shrill-forest,0.507553902307
2017-08-06 12:07:16.276164,blue-block,purple-pine,0.411166327346
2017-08-06 12:07:16.280287,black-moon,bitter-art,1.04451680505
2017-08-06 12:07:16.285443,winter-field,blue-rice,1.45065275679
2017-08-06 12:07:16.296485,tiny-dawn,young-rain,2.21297822044
2017-08-06 12:07:16.297167,shrill-unit,restless-paper,0.779203900211
2017-08-06 12:07:16.302505,wispy-unit,white-breeze,2.84879563223
2017-08-06 12:07:16.321240,long-rain,lively-fire,6.32660552213
2017-08-06 12:07:16.326170,black-moon,ancient-glade,2.38418525126
2017-08-06 12:07:16.330434,lingering-smoke,wispy-unit,0.574122088177
2017-08-06 12:07:16.335937,wispy-fire,shrill-firefly,3.79156193891
2017-08-06 12:07:16.341884,throbbing-river,shrill-forest,0.492211227214
2017-08-06 12:07:16.345363,winter-field,soft-silence,1.649770105
2017-08-06 12:07:16.355330,fragrant-recipe,lively-fire,0.225813529948
2017-08-06 12:07:16.362547,winter-field,wandering-bush,0.206501555078
2017-08-06 12:07:16.367645,black-moon,purple-pine,0.907684427702
2017-08-06 12:07:16.374694,wispy-unit,jolly-union,0.677878713313
2017-08-06 12:07:16.393680,rapid-tree,ancient-grass,0.782941647973
2017-08-06 12:07:16.413505,rough-dew,gentle-cloud,0.952549922332
2017-08-06 12:07:16.417418,round-cloud,shrill-firefly,0.806213109984
2017-08-06 12:07:16.452717,shrill-firefly,small-sunset,1.33026270987
2017-08-06 12:07:16.470650,fragrant-poetry,blue-rice,0.435504766382
2017-08-06 12:07:16.475827,white-breeze,throbbing-river,0.972695278081
2017-08-06 12:07:16.476441,shrill-unit,floral-bush,1.04783336086
2017-08-06 12:07:16.499546,black-moon,fragrant-recipe,0.788748270548
2017-08-06 12:07:16.510128,bitter-art,soft-feather,0.513423065735
2017-08-06 12:07:16.515423,bitter-cherry,fragrant-recipe,0.803190578968
2017-08-06 12:07:16.520296,broad-band,bitter-art,2.48585367749
2017-08-06 12:07:16.537039,small-sunset,throbbing-river,1.95291947122
2017-08-06 12:07:16.544526,young-rain,lively-fire,0.261987358574
2017-08-06 12:07:16.563576,restless-paper,gentle-cloud,0.833791641272
2017-08-06 12:07:16.585877,long-rain,young-rain,1.67576567821
2017-08-06 12:07:16.603807,lively-fire,broad-band,1.00383699628
2017-08-06 12:07:16.604773,lively-fire,round-cloud,4.66685288454
2017-08-06 12:07:16.661480,wispy-fire,young-rain,1.08656555581
2017-08-06 12:07:16.664673,purple-pine,small-sunset,2.36239553313
2017-08-06 12:07:16.680805,shrill-forest,lingering-smoke,0.71893606347
2017-08-06 12:07:16.718974,crimson-waterfall,shrill-firefly,0.314070807045
2017-08-06 12:07:16.733476,still-hat,fragrant-recipe,1.06773582151
2017-08-06 12:07:16.748036,lingering-smoke,gentle-cloud,0.349796398425
2017-08-06 12:07:16.748780,super-frog,floral-meadow,0.437003913346
2017-08-06 12:07:16.753819,rough-base,throbbing-river,1.70651970254
2017-08-06 12:07:16.770987,wispy-unit,fragrant-poetry,0.997679241046
2017-08-06 12:07:16.776212,still-hat,billowing-silence,0.771946190245
2017-08-06 12:07:16.829462,small-sunset,soft-silence,0.895599648012
2017-08-06 12:07:16.843699,wild-cherry,tiny-dawn,0.132410122421
2017-08-06 12:07:16.847373,ancient-glade,rough-base,0.243682232949
2017-08-06 12:07:16.862792,lively-frog,round-cloud,1.68053051962
2017-08-06 12:07:16.862850,fragrant-poetry,white-breeze,0.583699069432
2017-08-06 12:07:16.867389,wispy-unit,bitter-cherry,1.96183628707
2017-08-06 12:07:16.868481,lively-river,black-grass,4.87217227662
2017-08-06 12:07:16.871111,broad-band,lively-fire,0.500436127151
2017-08-06 12:07:16.871724,shrill-forest,lively-frog,0.361228927029
2017-08-06 12:07:16.899399,round-cloud,soft-feather,2.37006755439
2017-08-06 12:07:16.908249,shrill-unit,shrill-firefly,1.68017150283
2017-08-06 12:07:16.915269,winter-field,black-grass,1.58526254512
2017-08-06 12:07:16.920090,fragrant-poetry,lively-fire,9.56364778456
2017-08-06 12:07:16.921303,floral-night,throbbing-river,0.251134249062
2017-08-06 12:07:16.943618,soft-feather,lingering-smoke,1.47993478811
2017-08-06 12:07:16.949770,rough-dew,throbbing-river,1.14200673394
2017-08-06 12:07:16.968674,soft-feather,super-frog,1.27306745294
2017-08-06 12:07:16.982426,super-frog,black-moon,0.514074127273
2017-08-06 12:07:16.984534,bitter-cherry,rapid-tree,0.0976659826414
2017-08-06 12:07:16.985209,floral-night,jolly-union,2.12408610657
2017-08-06 12:07:16.985656,soft-feather,black-grass,0.530481076102
2017-08-06 12:07:16.985854,wispy-unit,spring-tooth,1.69307490399
2017-08-06 12:07:17.014604,rough-dew,shrill-firefly,2.70779541047
2017-08-06 12:07:17.018816,lively-river,winter-field,0.916812014625
2017-08-06 12:07:17.028584,bitter-cherry,lively-river,1.39308882338
2017-08-06 12:07:17.036779,billowing-silence,soft-silence,0.192980975558
2017-08-06 12:07:17.042395,tiny-dawn,bitter-art,0.291609197483
2017-08-06 12:07:17.131002,fragrant-recipe,fragrant-poetry,0.878982787019
2017-08-06 12:07:17.136366,rough-base,small-sunset,0.466065034366
2017-08-06 12:07:17.138135,flat-mouse,long-rain,1.03226562401
2017-08-06 12:07:17.141015,still-hat,crimson-waterfall,4.78684754966
2017-08-06 12:07:17.170412,super-frog,spring-tooth,0.174366904137
2017-08-06 12:07:17.187091,ancient-grass,cold-cloud,1.07991584805
2017-08-06 12:07:17.195131,gentle-cloud,super-frog,0.352277335649
2017-08-06 12:07:17.198885,ancient-grass,young-rain,3.82439271831
2017-08-06 12:07:17.211043,ancient-glade,flat-mouse,0.474957537501
2017-08-06 12:07:17.217574,floral-meadow,long-rain,3.48968812259
2017-08-06 12:07:17.226438,gentle-cloud,winter-field,0.094055866781
2017-08-06 12:07:17.228641,restless-paper,flat-mouse,2.10524947824
2017-08-06 12:07:17.234786,bitter-art,ancient-glade,2.69864045418
2017-08-06 12:07:17.236299,billowing-silence,bitter-art,0.170786728544
2017-08-06 12:07:17.249635,lively-fire,crimson-waterfall,0.796851129007
2017-08-06 12:07:17.252709,billowing-silence,wispy-fire,0.947861323031
2017-08-06 12:07:17.271039,bitter-cherry,cold-cloud,0.317112083109
2017-08-06 12:07:17.299529,shrill-firefly,soft-feather,1.63310676933
2017-08-06 12:07:17.299817,rough-base,lively-frog,8.02095190555
2017-08-06 12:07:17.305451,young-rain,soft-silence,3.90828642685
2017-08-06 12:07:17.317915,wispy-fire,rough-base,0.339206375731
2017-08-06 12:07:17.327001,winter-field,long-limit,2.44513570035
2017-08-06 12:07:17.335766,small-sunset,black-grass,5.04462002689
2017-08-06 12:07:17.339545,bitter-cherry,flat-mouse,0.795780492463
2017-08-06 12:07:17.355452,floral-meadow,blue-rice,0.621111422833
2017-08-06 12:07:17.356879,soft-feather,young-rain,1.28233274844
2017-08-06 12:07:17.378291,small-sunset,floral-night,0.290944497519
2017-08-06 12:07:17.378560,long-limit,rough-dew,1.37914634586
2017-08-06 12:07:17.397014,lively-river,bitter-cherry,0.0437430301738
2017-08-06 12:07:17.404919,bitter-cherry,lively-river,0.585629366661
2017-08-06 12:07:17.416483,round-cloud,still-hat,0.364461227796
2017-08-06 12:07:17.418550,shrill-firefly,bitter-cherry,0.824009117556
2017-08-06 12:07:17.419689,lingering-smoke,still-hat,2.46126820884
2017-08-06 12:07:17.421939,fragrant-recipe,cold-cloud,1.77456882886
2017-08-06 12:07:17.426799,black-moon,jolly-union,1.29785933478
2017-08-06 12:07:17.429862,small-sunset,black-moon,1.19652210265
2017-08-06 12:07:17.431240,long-limit,round-cloud,0.809607881001
2017-08-06 12:07:17.432019,long-limit,jolly-union,0.369516970759
2017-08-06 12:07:17.436329,fragrant-poetry,shrill-forest,3.9463387833
2017-08-06 12:07:17.450019,lively-river,shrill-firefly,1.0574042794
2017-08-06 12:07:17.455192,purple-pine,floral-night,1.1750682708
2017-08-06 12:07:17.462709,rapid-tree,floral-night,0.147695604545
2017-08-06 12:07:17.465366,bitter-art,broad-band,2.74806225792
2017-08-06 12:07:17.471910,winter-field,lively-frog,2.6317105819
2017-08-06 12:07:17.480857,lively-frog,jolly-union,4.44930250814
2017-08-06 12:07:17.496398,wandering-bush,wild-cherry,1.33171964255
2017-08-06 12:07:17.509190,lively-river,wild-cherry,0.472764743491
2017-08-06 12:07:17.520034,soft-silence,shrill-unit,1.43136508473
2017-08-06 12:07:17.522790,wandering-bush,round-cloud,1.04353903095
2017-08-06 12:07:17.532334,long-rain,cold-cloud,2.35228056112
2017-08-06 12:07:17.549144,floral-bush,throbbing-river,0.790843168631
2017-08-06 12:07:17.570114,wandering-bush,long-rain,1.11144541511
2017-08-06 12:07:17.570176,rapid-tree,bitter-art,0.61923580094
2017-08-06 12:07:17.593018,rapid-tree,small-sunset,1.46193532529
2017-08-06 12:07:17.595385,shrill-unit,billowing-silence,0.985673445548
2017-08-06 12:07:17.598738,rough-dew,soft-feather,3.24438694979
2017-08-06 12:07:17.600394,floral-meadow,floral-night,1.3515164889
2017-08-06 12:07:17.625093,lively-frog,lively-fire,0.17975615497
2017-08-06 12:07:17.631953,winter-field,wispy-fire,0.476101889907
2017-08-06 12:07:17.634408,floral-bush,shrill-forest,1.29229446322
2017-08-06 12:07:17.635265,floral-bush,bitter-art,1.37360997403
2017-08-06 12:07:17.669560,flat-mouse,wispy-unit,0.396252549205
2017-08-06 12:07:17.669853,round-cloud,super-frog,0.52493379436
2017-08-06 12:07:17.673785,floral-bush,super-frog,0.767437694752
2017-08-06 12:07:17.715216,lively-river,blue-block,2.66127120432
2017-08-06 12:07:17.717592,cold-cloud,blue-rice,0.703493227514
2017-08-06 12:07:17.728996,lingering-smoke,winter-field,0.409466579293
2017-08-06 12:07:17.747437,ancient-grass,lively-frog,2.1631052628
2017-08-06 12:07:17.758155,jolly-union,bitter-art,0.524236483994
2017-08-06 12:07:17.760008,small-sunset,soft-silence,2.55074358124
2017-08-06 12:07:17.766131,black-grass,lively-fire,0.234494235815
2017-08-06 12:07:17.776936,throbbing-river,tiny-dawn,0.321856579983
2017-08-06 12:07:17.799505,ancient-glade,jolly-union,3.22920665757
2017-08-06 12:07:17.812551,lively-frog,white-breeze,0.215535125264
2017-08-06 12:07:17.836536,rough-dew,gentle-cloud,0.840588728338
2017-08-06 12:07:17.837724,wispy-unit,white-breeze,0.48376675386
2017-08-06 12:07:17.848922,ancient-grass,round-cloud,2.81143638588
2017-08-06 12:07:17.855278,purple-pine,ancient-grass,4.5829250621
2017-08-06 12:07:17.863131,rough-dew,floral-night,0.377594445979
2017-08-06 12:07:17.875033,round-cloud,lingering-smoke,4.71454403463
2017-08-06 12:07:17.876984,bitter-art,soft-silence,0.520956155753
2017-08-06 12:07:17.886592,wild-cherry,wispy-unit,0.33504335048
2017-08-06 12:07:17.887111,bitter-cherry,throbbing-river,1.94467541381
2017-08-06 12:07:17.899559,ancient-glade,flat-mouse,0.196987384415
2017-08-06 12:07:17.915500,still-hat,shrill-firefly,1.85815885667
2017-08-06 12:07:17.915915,rapid-tree,billowing-silence,1.29868689703
2017-08-06 12:07:17.920786,bitter-cherry,rough-dew,0.530080040235
2017-08-06 12:07:17.929727,bitter-art,soft-feather,0.724381418181
2017-08-06 12:07:17.940937,white-breeze,floral-night,1.0952851616
2017-08-06 12:07:17.951211,floral-bush,winter-field,0.486823085951
2017-08-06 12:07:17.954132,blue-block,jolly-union,0.179049700554
2017-08-06 12:07:17.966024,lingering-smoke,bitter-cherry,0.391784858164
2017-08-06 12:07:17.973209,lively-river,throbbing-river,0.545447999487
2017-08-06 12:07:17.978098,lively-river,long-limit,0.697129620583
2017-08-06 12:07:17.995740,billowing-silence,bitter-art,2.2049430183
2017-08-06 12:07:18.005627,jolly-union,crimson-waterfall,0.747010989621
2017-08-06 12:07:18.007899,small-sunset,floral-bush,14.7052693408
2017-08-06 12:07:18.012475,rough-dew,shrill-forest,1.79428097957
2017-08-06 12:07:18.019955,jolly-union,soft-silence,0.50044581175
2017-08-06 12:07:18.046647,floral-meadow,shrill-forest,1.1476495952
2017-08-06 12:07:18.046917,wispy-fire,shrill-unit,8.36755679443
2017-08-06 12:07:18.056528,flat-mouse,spring-tooth,2.57206878809
2017-08-06 12:07:18.065235,rough-base,soft-silence,8.1520470278
2017-08-06 12:07:18.068205,lively-frog,floral-bush,0.963172765354
2017-08-06 12:07:18.075787,wispy-fire,crimson-waterfall,0.524806223149
2017-08-06 12:07:18.165362,blue-rice,shrill-firefly,2.28418133668
2017-08-06 12:07:18.167898,lively-river,cold-cloud,1.50316235236
2017-08-06 12:07:18.173767,lively-frog,floral-bush,2.86890193719
2017-08-06 12:07:18.174798,flat-mouse,broad-band,0.913249766099
2017-08-06 12:07:18.182319,black-moon,shrill-forest,5.92382482146
2017-08-06 12:07:18.218532,wispy-unit,black-grass,2.09261998786
2017-08-06 12:07:18.234044,fragrant-recipe,purple-pine,0.22436123805
2017-08-06 12:07:18.239294,floral-night,blue-rice,2.32865789478
2017-08-06 12:07:18.242592,purple-pine,wandering-bush,7.02065423407
2017-08-06 12:07:18.250675,throbbing-river,super-frog,3.49581413941
2017-08-06 12:07:18.253508,ancient-grass,lively-frog,0.825563720398
2017-08-06 12:07:18.271480,ancient-glade,wispy-fire,0.498672839192
2017-08-06 12:07:18.282859,rough-dew,ancient-glade,1.49827898803
2017-08-06 12:07:18.294506,wispy-fire,broad-band,0.297727871816
2017-08-06 12:07:18.299064,lively-river,billowing-silence,3.52906521619
2017-08-06 12:07:18.301410,shrill-forest,fragrant-poetry,2.04211583032
2017-08-06 12:07:18.307867,rapid-tree,tiny-dawn,10.43498386
2017-08-06 12:07:18.355822,small-sunset,fragrant-recipe,0.317376450115
2017-08-06 12:07:18.363954,rough-dew,wispy-unit,2.65992795647
2017-08-06 12:07:18.366483,lingering-smoke,long-rain,3.16503229847
2017-08-06 12:07:18.370736,round-cloud,bitter-art,0.563673871392
2017-08-06 12:07:18.373550,soft-feather,floral-meadow,1.61186099568
2017-08-06 12:07:18.382357,wispy-unit,ancient-grass,0.773253012016
2017-08-06 12:07:18.386655,bitter-art,young-rain,1.14351191792
2017-08-06 12:07:18.409933,billowing-silence,wandering-bush,2.72671205735
2017-08-06 12:07:18.426083,jolly-union,restless-paper,0.724773433683
2017-08-06 12:07:18.431334,young-rain,cold-cloud,0.442879599621
2017-08-06 12:07:18.433425,spring-tooth,rough-base,3.72915326104
2017-08-06 12:07:18.452318,ancient-grass,gentle-cloud,0.915030183198
2017-08-06 12:07:18.476650,rough-base,bitter-art,0.93067400527
2017-08-06 12:07:18.491600,black-grass,floral-meadow,9.8913950319
2017-08-06 12:07:18.495628,rough-base,shrill-forest,0.381523315557
2017-08-06 12:07:18.520675,bitter-cherry,floral-night,2.7570834044
2017-08-06 12:07:18.524436,bitter-cherry,blue-rice,1.21288623175
2017-08-06 12:07:18.524619,shrill-unit,still-hat,3.41055187695
2017-08-06 12:07:18.548310,blue-block,broad-band,8.89989879907
2017-08-06 12:07:18.553475,floral-bush,blue-block,0.234405750007
2017-08-06 12:07:18.564580,spring-tooth,young-rain,0.3826000084
2017-08-06 12:07:18.569529,shrill-forest,round-cloud,0.495438486678
2017-08-06 12:07:18.576316,soft-feather,floral-bush,1.81518927434
2017-08-06 12:07:18.585038,fragrant-recipe,wild-cherry,0.221470214374
2017-08-06 12:07:18.588322,gentle-cloud,long-rain,4.22462060089
2017-08-06 12:07:18.593568,floral-meadow,wandering-bush,0.719817222101
2017-08-06 12:07:18.598728,soft-feather,jolly-union,3.78304671894
2017-08-06 12:07:18.609851,shrill-firefly,cold-cloud,0.934492193109
2017-08-06 12:07:18.629590,gentle-cloud,crimson-waterfall,0.282372826843
2017-08-06 12:07:18.637186,floral-bush,crimson-waterfall,0.646908844889
2017-08-06 12:07:18.642241,long-limit,shrill-firefly,4.81784034362
2017-08-06 12:07:18.651192,spring-tooth,black-moon,0.196816914073
